chaoxiang,danjia,diqu,diqu1,diqu2,diqu3,jianjie,l1,l2,l3,l4,l5,l6,louceng,square,time,zongjia,
南,6000元/㎡,敏捷悦江府(新房),源城,源城城区,河源市源城区滨江大道与科技七路交汇处,中央活力区网红公园旁 敏捷悦江府奢装3房 51万 首期低,2,室,2,厅,1,卫,,85㎡,,51,
南,6000元/㎡,敏捷悦江府(新房),源城,源城城区,河源市源城区滨江大道与科技七路交汇处,免，佣代理一手，首期仅5w,2,室,2,厅,1,卫,,85㎡,,51,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,性价比高 位置位于东源万达广场周边.带精装修.6千出头,2,室,2,厅,2,卫,,89㎡,,53.39,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,单价4000起买 龙光城大社区 毛坯精装任选,2,室,2,厅,2,卫,,89㎡,,53.39,
南,6000元/㎡,敏捷悦江府(新房),源城,源城城区,河源市源城区滨江大道与科技七路交汇处,高新区滨水公园二期江景房，敏捷，中央活力区，43万就能入手,2,室,2,厅,1,卫,,85㎡,,51,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,有优惠活动折扣！河源龙光城精装三房二厅二卫一手流程 代理！,2,室,2,厅,2,卫,,89㎡,,53.39,
南,5500元/㎡,河源雅居乐明珠城,东源,东源城区,河源市源城区河源大道与福星路交汇处,首付5 万 总价50万买3房 近学 校 近商圈 配套齐全,2,室,2,厅,2,卫,,89㎡,,48.95,
南北,8167元/㎡,恒大名都,源城,源城城区,永康大道西157号,恒大名都 全新装修 现房急售 近公园高楼层 户型方正,3,室,2,厅,2,卫,中层(共32层),120㎡,2018年建造,98,
南北,6400元/㎡,坚基·风光里,源城,源城城区,河源市源城区滨江大道西（宝马4S店旁）,劲爆 父老乡亲抓紧咯 40来万买江景房,2,室,2,厅,1,卫,,75㎡,,48,
南北,6471元/㎡,坚基·风光里,源城,源城城区,河源市源城区滨江大道西（宝马4S店旁）,开发商直降10万 一线江景房只需5字头 高铁门户 首负5万,2,室,2,厅,2,卫,,85㎡,,55,
南北,5500元/㎡,河源雅居乐明珠城,东源,东源城区,河源市源城区河源大道与福星路交汇处,雅居乐明珠城 一手配套齐全仅售53w,2,室,2,厅,2,卫,,88㎡,,48.4,
南北,6471元/㎡,坚基·风光里,源城,源城城区,河源市源城区滨江大道西（宝马4S店旁）,看江景大盘 坚基风光里 毛坯小3房 42万低首期,2,室,2,厅,2,卫,,85㎡,,55,
南,4829元/㎡,中东半岛,龙川,龙川城区,老隆大道,中东半岛电梯中层 朝南向 红本在手 光线好 住家安静性价比高,3,室,2,厅,2,卫,中层(共17层),128㎡,2012年建造,61.8,
西南,7232元/㎡,恒大名都,源城,源城城区,永康大道西157号,恒大名都七字头 大三房 全新未入住 中高楼层诚售99.8万,3,室,2,厅,2,卫,高层(共32层),138㎡,2018年建造,99.8,
南北,5500元/㎡,河源雅居乐明珠城,东源,东源城区,河源市源城区河源大道与福星路交汇处,49万买雅居乐3房2卫 可免息分期两年,2,室,2,厅,2,卫,,88㎡,,48.4,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,到 买到精装修 高铁新城 大社区 河源 火爆小区,2,室,2,厅,2,卫,,89㎡,,53.39,
南,5500元/㎡,河源雅居乐明珠城,东源,东源城区,河源市源城区河源大道与福星路交汇处,50万买市区3房 朝南 看花园 配套齐全 支持公积金 员工价,2,室,2,厅,2,卫,,89㎡,,48.95,
南北,5500元/㎡,河源雅居乐明珠城,东源,东源城区,河源市源城区河源大道与福星路交汇处,单价5字头买雅居乐明珠城 电梯三房四房 朝南 好楼层,2,室,2,厅,2,卫,,88㎡,,48.4,
东南,6815元/㎡,碧桂园东江凤凰城,源城,源城城区,东环路,碧桂园东江凤凰城3室2厅2卫,3,室,2,厅,2,卫,高层(共32层),135㎡,,92,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,龙光城 南北对流 带装修工程3房 仅售49万,2,室,2,厅,2,卫,,89㎡,,53.39,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,龙光城一手带精装修免，佣。,2,室,2,厅,2,卫,,89㎡,,53.39,
南,5500元/㎡,河源雅居乐明珠城,东源,东源城区,河源市源城区河源大道与福星路交汇处,单价5字头起买大品牌.3房50万4房60来万,2,室,2,厅,2,卫,,89㎡,,48.95,
南北,5500元/㎡,河源雅居乐明珠城,东源,东源城区,河源市源城区河源大道与福星路交汇处,雅居乐明珠城 3房 总价49万起 门槛5万起 免息分期2年,2,室,2,厅,2,卫,,88㎡,,48.4,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,di单价购买带精装修一手楼盘,2,室,2,厅,2,卫,,89㎡,,53.39,
南北,5500元/㎡,河源雅居乐明珠城,东源,东源城区,河源市源城区河源大道与福星路交汇处,公寓住宅 2室2厅2卫 88m 朝南北 约53万,2,室,2,厅,2,卫,,88㎡,,48.4,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,50万买市区精装3房 南北通透双阳台 小区自带8所公立学 校,2,室,2,厅,2,卫,,89㎡,,53.39,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,年底大放价！龙光城5000首，付， 42万起买精装3房！,2,室,2,厅,2,卫,,89㎡,,53.39,
南北,5956元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,首付几万买滨江大盘带精装4字头起，3房40来万4房50来万,2,室,2,厅,2,卫,,89㎡,,53,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,58万买市区精装3房 朝南看江景 支持公积金贷款,2,室,2,厅,2,卫,,89㎡,,53.39,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,龙光城精装房，免首年月供 免息分期，单价5200左右,2,室,2,厅,2,卫,,89㎡,,53.39,
南,6836元/㎡,佳和豪庭,源城,源城城区,"越王大道,近永和东路",惊爆价！深河 南北通透4十1房毛坯户型方正业主急售买到值了,5,室,2,厅,2,卫,低层(共26层),158㎡,2019年建造,108,
北,4689元/㎡,御水花园,和平县,和平城区,龙湖北路19号,御水花园3室2厅2卫,3,室,2,厅,2,卫,中层(共12层),133.9㎡,,62.8,
南北,8504元/㎡,坚基美好城,源城,源城城区,越王大道139号,美好城 三个阳台 南北通四房 不靠马路 高层视野好 位置安静,4,室,2,厅,2,卫,高层(共31层),127㎡,2017年建造,108,
南,4888元/㎡,星河湾畔,源城,源城城区,西堤路20号,星河湾畔 3室2厅2卫,3,室,2,厅,2,卫,中层(共14层),139.1㎡,,68,
南北,7413元/㎡,碧桂园凤凰湾,源城,源城城区,东环路,（大平层 双主卧）碧桂园凤凰湾 五房毛坯 南北通透 户型好,5,室,2,厅,3,卫,低层(共30层),279㎡,2019年建造,206.8,
南北,3202元/㎡,东升小苑,源城,源城城区,河源大道北,笋房 东升路整栋 实际占地97平 带 可进车,12,室,2,厅,3,卫,共3层,171.8㎡,1993年建造,55,
南,7698元/㎡,雅居乐花园,源城,源城城区,越王大道247号,低首期 朝南95.8W雅居乐4室2厅2卫出门即繁华的生活配套,4,室,2,厅,2,卫,高层(共32层),124.5㎡,2016年建造,95.8,
南北,9217元/㎡,东江湾名门世家,源城,源城城区,"红星东路,近永康大道",边户三面光 名门世家217平方复式五房 南北通透朝花园,5,室,2,厅,3,卫,低层(共31层),217㎡,2017年建造,200,
南北,8706元/㎡,坚基美丽城,源城,源城城区,"永祥路,近文祥路",捡漏笋房！美丽城四房两厅两卫，南北通透中间楼层视野好花园围绕,4,室,2,厅,2,卫,中层(共32层),123.9㎡,2018年建造,107.9,
南北,7616元/㎡,碧桂园凤凰山,源城,源城城区,东环路,（赠全屋家私电器）中骏世界城商圈 碧桂园凤凰山 通透四房,4,室,2,厅,2,卫,低层(共18层),143㎡,2019年建造,108.9,
南,7858元/㎡,雅居乐花园,源城,源城城区,越王大道247号,雅居乐花园，精装修，4房2厅2卫，东南向，瓷砖上墙，售99万,4,室,2,厅,2,卫,中层(共32层),126㎡,2019年建造,99,
南北,7693元/㎡,雅居乐花园新地,源城,源城城区,文昌路,雅居乐新地 业主要钱急售 白菜价出售 高层视野靓 南北通透,4,室,2,厅,2,卫,高层(共32层),130㎡,2018年建造,100,
南北,6463元/㎡,碧桂园东江凤凰城,源城,源城城区,东环路,（四房17万）入住碧桂园 中骏世界城商圈 中层 自带入户花园,4,室,2,厅,2,卫,低层(共18层),147㎡,2015年建造,95,
南北,5833元/㎡,天正花园,源城,源城城区,旺福路3号,文化广场笋盘推荐，一口价不议价，市中心电梯精装4房，拎包入住,4,室,2,厅,2,卫,中层(共12层),120㎡,2008年建造,69.99,
南北,6064元/㎡,新达居,源城,源城城区,华达北街230号,客家公园 新达居 四房两厅 拎包入住,4,室,2,厅,2,卫,低层(共12层),125㎡,2016年建造,75.8,
南北,7149元/㎡,凤馨苑,源城,源城城区,东环路,启动江东新区（深河科技园 ）凤馨苑 四房 南北通透 格局方正,4,室,2,厅,2,卫,低层(共18层),148㎡,2016年建造,105.8,
南,6000元/㎡,河源万达东江城,源城,源城城区,河源市源城区越王大道与纬十五路交汇处,原江山一品 河源核心地段 深河四小 配套完善 坚基购物中心旁,3,室,2,厅,3,卫,,150㎡,,90,
南,9495元/㎡,时代倾城(新房),源城,源城城区,建设起步区碧桂园凤凰城北、东环路西面,高铁新城准现房时代倾城精装小3房买了即可入住 售78万,3,室,2,厅,2,卫,,99㎡,,94,
南,9495元/㎡,时代倾城(新房),源城,源城城区,建设起步区碧桂园凤凰城北、东环路西面,清栋江东现房天花板级别精装，7字头起， 即收楼入住,3,室,2,厅,2,卫,,99㎡,,94,
南,9495元/㎡,时代倾城(新房),源城,源城城区,建设起步区碧桂园凤凰城北、东环路西面,碧桂园旁边 时代倾城 公司合作成交总价约84万 国庆有优惠,3,室,2,厅,2,卫,,99㎡,,94,
西,6611元/㎡,雅居乐花园,源城,源城城区,越王大道247号,雅居乐花园 证在手看中立马安排 业主急售 一套三房二厅,3,室,2,厅,1,卫,中层(共18层),95㎡,2016年建造,62.8,
南,5455元/㎡,汇景九里湾,东源,东源城区,东源大道,72万买精装修 南北通透4房 支持公积金贷款员工价首付5 万,4,室,2,厅,2,卫,中层(共32层),132㎡,2018年建造,72,
西南,6777元/㎡,十里东岸,紫金,紫金城区,迎客大道,单价6字头就可以买十里东岸江景房视野开阔环境优美交通便利,3,室,2,厅,2,卫,高层(共24层),121㎡,2016年建造,82,
南北,10142元/㎡,汇景外滩8号,源城,源城城区,纬十五路,带车位 外滩八号141平方南北通四房 中高楼层看江景深河四小,4,室,2,厅,2,卫,中层(共33层),141㎡,2017年建造,143,
南北,7500元/㎡,碧桂园凤凰台(新房),源城,源城城区,河源市江东新区建设大道东南侧（碧桂园凤凰山东北侧）,碧桂园凤凰台 精装交付工程价额外9折 4房103万,4,室,2,厅,2,卫,,142㎡,,106.5,
西南,6579元/㎡,鸿运源壹号公馆,东源,东源城区,东源大道,低首期 地理位置好周边配套成熟 5房带一百平米平台,5,室,2,厅,2,卫,低层(共25层),133.8㎡,2016年建造,88,
南,9594元/㎡,天和城,源城,源城城区,永和东路398号,笋干，天和城，五房，南北通透 197平方 东江湾公园,5,室,2,厅,3,卫,低层(共32层),197㎡,2019年建造,189,
南,6000元/㎡,汇景·九里湾花园,东源,东源城区,河源市源城区越王大道东,公寓住宅 4室2厅3卫 165m 朝南 约116万,4,室,2,厅,3,卫,,165㎡,,99,
东南,8033元/㎡,东江湾,源城,源城城区,永祥路666号,东江湾一期 前排249平5房，双主卧超大阳台,5,室,2,厅,3,卫,低层(共30层),249㎡,2015年建造,200,
南北,11234元/㎡,江湾明珠,源城,源城城区,永和东路,江湾明珠前排楼皇东边位两梯两户,5,室,2,厅,4,卫,低层(共30层),227㎡,2019年建造,255,
南北,7747元/㎡,河源万达CBD,东源,东源城区,广东省河源市深业路与东江大道交汇处,双12特惠房， 格，145的大平层只需83万起~,4,室,2,厅,3,卫,,142㎡,,110,
南北,8834元/㎡,汇景外滩8号,源城,源城城区,纬十五路,深河 的一线全江景标准五房,5,室,2,厅,2,卫,低层(共25层),180㎡,2018年建造,159,
南北,6777元/㎡,雅居乐花园,源城,源城城区,越王大道247号,现房！雅居乐花园 视野开阔 4房152平方全新毛胚房103万,4,室,2,厅,2,卫,中层(共11层),152㎡,2009年建造,103,
北,6777元/㎡,雅居乐花园,源城,源城城区,越王大道247号,雅居乐花园4房2厅2卫103万看花园看别墅152平方,4,室,2,厅,2,卫,中层(共11层),152㎡,2007年建造,103,
南北,5509元/㎡,阳光水榭花园,源城,源城城区,新风路266号,笋盘市三小旁 阳光水榭大四房167平电梯中层 家私家电全送,4,室,2,厅,2,卫,中层(共11层),167㎡,2007年建造,92,
东南,6539元/㎡,宝晟城,东源,东源城区,行政大道12号,宝晟城2室2厅1卫高性价比,2,室,2,厅,1,卫,高层(共31层),78㎡,,51,
南,9300元/㎡,万隆城,源城,源城城区,中山大道218号,急售：万隆城1室1厅1卫带租约,1,室,1,厅,1,卫,低层(共31层),38.7㎡,,36,
南北,6345元/㎡,长城世纪华府,源城,源城城区,新风路223-1号,"长城世纪华府,市三小对面,四房两厅两卫,145平方",4,室,2,厅,2,卫,低层(共9层),145㎡,2000年建造,92,
南北,6284元/㎡,广晟花园,源城,源城城区,兴源路43号,旁广晟花园，电大4房2厅南北通透，148平方现售93万,4,室,2,厅,2,卫,中层(共7层),148㎡,2002年建造,93,
南北,5509元/㎡,阳光水榭花园,源城,源城城区,新风路266号,阳光水榭电梯大四房两厅，视野宽阔南北通透167平方仅售92万,4,室,2,厅,2,卫,中层(共11层),167㎡,2007年建造,92,
南北,6629元/㎡,宝晟城,东源,东源城区,行政大道12号,笋！笋！县一小二中宝晟城精装大4房拎包入住142平92.8万,4,室,2,厅,2,卫,中层(共11层),140㎡,2011年建造,92.8,
南北,4949元/㎡,铭成锦上花,东源,东源城区,"仙塘大道,近东源大道",笋房来了！单价4字买铭成锦江花！,4,室,2,厅,2,卫,低层(共23层),137㎡,2018年建造,67.8,
西南,8699元/㎡,十里东岸,紫金,紫金城区,迎客大道,户型！十里东岸带花园露台4房2厅2卫使用率超高 景观漂亮,4,室,2,厅,2,卫,低层(共17层),146㎡,2016年建造,127,
南,5999元/㎡,河源万达东江城,源城,源城城区,河源市源城区越王大道与纬十五路交汇处,万达越祥湾CBD 万达开业季 单价5字头 欢迎咨询,3,室,2,厅,2,卫,,120㎡,,71.99,
南,7968元/㎡,泰和江畔城市主场,源城,源城城区,越王大道,泰和江畔豪华装修4房98万全新装修未入住拎包入住中间楼层,4,室,2,厅,2,卫,中层(共28层),123㎡,2019年建造,98,
南,5999元/㎡,河源万达东江城,源城,源城城区,河源市源城区越王大道与纬十五路交汇处,万达广场 万达东江城 现清盘单价5字头,3,室,2,厅,2,卫,,133㎡,,79.79,
南北,7040元/㎡,三友南城,源城,源城城区,河源大道,三友南城126平方带50平方平台，仅售88万,4,室,2,厅,2,卫,低层(共21层),125㎡,2015年建造,88,
南,7968元/㎡,泰和江畔城市主场,源城,源城城区,越王大道,泰和江畔四房二厅二卫岀售,4,室,2,厅,2,卫,中层(共28层),123㎡,2019年建造,98,
南北,5385元/㎡,广晟花园,源城,源城城区,兴源路43号,万隆城 兴源路 广晟花园 大四房 便宜出售,4,室,2,厅,2,卫,中层(共7层),130㎡,2005年建造,70,
南北,7968元/㎡,泰和江畔城市主场,源城,源城城区,越王大道,万达旁精装4房，南北通透，瓷片上墙， 即住，看房方便,4,室,2,厅,2,卫,中层(共28层),123㎡,2017年建造,98,
南,7052元/㎡,长城世纪华府,源城,源城城区,新风路223-1号,长城世纪华府4室3厅2卫好楼层包家私电器，价格可谈。,4,室,3,厅,2,卫,中层(共9层),156㎡,,110,
南北,6653元/㎡,雅居乐君悦,源城,源城城区,文昌路,笋！单价6500 雅居乐君悦144平四房 南北通透 中间楼层,4,室,2,厅,2,卫,中层(共31层),144㎡,2018年建造,95.8,
南,4516元/㎡,宝莱家园,源城,源城城区,宝源西路,单价4500 宝莱家园 全新毛坯四房 128平方 边,4,室,2,厅,2,卫,中层(共18层),128㎡,2015年建造,57.8,
南北,6154元/㎡,江湾·湖光印,源城,源城城区,河源市源城区源南镇铁路东路（货场路）东面、迎客大道南边,公寓住宅 3室2厅2卫 130m 朝南北 约81万,3,室,2,厅,2,卫,,130㎡,,80,
南,5999元/㎡,河源万达东江城,源城,源城城区,河源市源城区越王大道与纬十五路交汇处,坚基CBD商圈 万达东江城东江湾公园一手新房找我额外优惠,3,室,2,厅,2,卫,,120㎡,,71.99,
